Investor_Name,PageRank_Centrality,Degree
Piedmont Investment Advisors,4.871255865350502e-05,8
Ben Ilfeld,4.870974437705524e-05,20
Merlin Kauffman,4.870974437705524e-05,20
Adam Strong,4.870974437705524e-05,20
Openfund,4.869403735997059e-05,3
Chrysanthos Chrysanthou,4.869403735997059e-05,3
Nano Future Invest,4.869373041801248e-05,6
Gary Kremen,4.866943035570179e-05,14
Marcus Ogawa,4.866943035570179e-05,14
GSO Capital Partners,4.864728513091142e-05,3
Tola Capital,4.8646988738172704e-05,10
Ian Cavanagh,4.863461603419237e-05,7
Gavin Uhma,4.863461603419237e-05,7
Jevon MacDonald,4.863461603419237e-05,7
WR Hambrecht,4.8615189530273706e-05,18
MPS Venture,4.860934659837553e-05,2
3x5 Special Opportunity Partners,4.8594953517324244e-05,11
Roland Oetker,4.8591703937585715e-05,6
Hyperion Israel Venture Partners,4.859094455091928e-05,10
Think Big Partners,4.858115950082798e-05,5
Ken Cron,4.855672022356911e-05,12
CV Starr,4.854690340583267e-05,9
Ken Langone,4.854690340583267e-05,9
Joe Perella,4.854690340583267e-05,9
Stanley Druckenmiller,4.854690340583267e-05,9
MacAndrews & Forbes Holdings,4.854690340583267e-05,9
Harvey Golub,4.854690340583267e-05,9
Ron Garret,4.853577041563005e-05,20
Axis Capital Corporation,4.853257575489008e-05,10
WaveMaker Labs,4.852878794207442e-05,3
Ticketmaster,4.852053043813143e-05,11
Eric Kwan,4.8516800016351676e-05,11
Wesley Clover,4.8510986119633285e-05,8
Gianni Martire,4.850782773420997e-05,15
Klaas Kersting,4.8474061349882555e-05,7
CramerOnline,4.8463019694533093e-05,7
Fay Vincent,4.844360898076072e-05,2
Jesse Itzler,4.844360898076072e-05,2
Greenhill Capital Partners,4.843549531061303e-05,8
Mike Koss,4.8424350385698716e-05,7
Inventure Capital,4.8420347892841136e-05,4
Florian Seroussi,4.83896265204989e-05,10
H2O Venture Partners,4.837129218976295e-05,6
gener8tor,4.8370488427222433e-05,6
Gabe Kapler,4.837020415248842e-05,14
Bridge Boys,4.837020415248842e-05,14
Brett Marley,4.837020415248842e-05,14
Cam Neely,4.837020415248842e-05,14
Bridge Boys LLC,4.837020415248842e-05,14
Arian Radmand,4.837020415248842e-05,14
Scott Heller,4.837020415248842e-05,14
Aurora UV,4.836851059429915e-05,3
Graham Weston,4.836141728599637e-05,7
Steve Olechowski,4.831522411410984e-05,14
Lou Pugliese,4.8299331917157624e-05,5
Joe Hardiman,4.8299331917157624e-05,5
Abell Foundation,4.8299331917157624e-05,5
David Warnock,4.8299331917157624e-05,5
Jonathan Carson,4.829447782783754e-05,10
Mike Katz,4.829447782783754e-05,10
Steve Kantor,4.829447782783754e-05,10
Dolgen Ventures,4.829447782783754e-05,10
Lucas Point Ventures,4.829447782783754e-05,10
Leo Hindery Jr.,4.829447782783754e-05,10
Digital Capital Advisors,4.829447782783754e-05,10
Network18,4.8269226729604236e-05,2
SeedFund,4.8243076921932364e-05,2
Technostartersfonds Zuid Nederlands B.V.,4.8226679453184697e-05,2
Denali Ventures,4.822570000380566e-05,7
CapDecisif Management,4.8222258896639824e-05,3
Bank of Ireland Seed and Early Stage Equity fund,4.82199706759246e-05,5
Thuja Capital,4.821232074156141e-05,8
Waikit Lau,4.820698044269281e-05,17
Alexander Goldstein,4.819948561371756e-05,19
Newlin Investment Company,4.8194280409996485e-05,8
Stonebridge Ventures,4.81928968076853e-05,3
KTB Network,4.81928968076853e-05,3
Rochester Angel Network,4.818623325199198e-05,5
Par Equity,4.8157594807082325e-05,7
Caja Navarra,4.815495161462288e-05,3
Haroon Mokhtarzada,4.81415021327683e-05,15
Courtney Reum,4.813342343876031e-05,5
John Paul DeJoria,4.813342343876031e-05,5
Maple Row Partners,4.813342343876031e-05,5
Wynant Vanderpoel,4.813342343876031e-05,5
"La Rocca, LLC",4.813342343876031e-05,5
FIDURA Capital Consult,4.8128214053502344e-05,6
West Virginia Jobs Investment Trust Board,4.812270357413149e-05,2
Mountaineer Capital,4.812270357413149e-05,2
Frontera Capital,4.811888848833827e-05,8
Almaz Capital,4.8114388614010716e-05,9
Jeff Jordan,4.810570441876698e-05,19
Biosciences Research & Commercialization Center,4.8102073263919685e-05,2
Michigan Emerging Technology Fund,4.8102073263919685e-05,2
Guggenheim Partners,4.80724527408578e-05,10
Andy Rachleff,4.8061136281989274e-05,18
Avlar BioVentures,4.8056474574893464e-05,9
Peter Crisp,4.8054418800992744e-05,18
Dick Fredericks,4.8054418800992744e-05,18
Gordon Eubanks,4.8054418800992744e-05,18
Mehran Sahami,4.8054418800992744e-05,18
Intuit,4.8054418800992744e-05,18
"Ross Perot, Jr.",4.8054418800992744e-05,18
Andrew Viterbi,4.8054418800992744e-05,18
Bob Joss,4.8054418800992744e-05,18
Vishal Makhijani,4.805360709813351e-05,21
SkyMoon Ventures,4.8038010244440316e-05,11
Gray Ventures,4.800869796169414e-05,15
Cultivian Ventures,4.7983746048728354e-05,10
Vijay Shekhar Sharma,4.797638748543547e-05,2
V-Ten Capital,4.796580487487096e-05,2
Alliance Healthcare Investment Fund,4.796580487487096e-05,2
Cardiff County Council,4.795788666783389e-05,2
"UK Department for Business, Enterprise, and Regulatory Reform",4.795788666783389e-05,2
Greenspun,4.795421114154837e-05,5
Sodero Gestion,4.795128315515508e-05,4
FCP Biotech Holding,4.794226161828203e-05,5
Santo Holding,4.794226161828203e-05,5
Jefferson Partners,4.794160741979508e-05,10
Robert Herjavec,4.7930961499777634e-05,7
Ross Garber,4.792771596178044e-05,20
Vianovo Ventures,4.792771596178044e-05,20
Tom Brown,4.792771596178044e-05,20
Aaron Dignan,4.792771596178044e-05,20
Ephraim Luft,4.792771596178044e-05,20
Sacramento Angels,4.792526061293076e-05,8
Xenia Venture Capital,4.7918637621668997e-05,10
Mindful Investors,4.788365397352291e-05,18
"Stage 1 Investors, LLC",4.7860684534405735e-05,13
Patrick Brogan,4.7860684534405735e-05,13
William Spear,4.7860684534405735e-05,13
Foresight Technology VCT,4.785980904792394e-05,5
Richard Fearn,4.785233878849842e-05,4
Start Engine,4.783845041262616e-05,3
Valery Senko,4.783423915127115e-05,2
Sergey Gribov,4.783423915127115e-05,2
Sasha Andreev,4.783423915127115e-05,2
Andrei Joosten,4.783423915127115e-05,2
Igor Ryabenkiy,4.783423915127115e-05,2
Konstantin Siniushin,4.783423915127115e-05,2
Michael Abbott,4.7831146541802215e-05,18
[212]Media,4.7810299436009345e-05,6
Rick Segal,4.7810299436009345e-05,6
Gerald Hughes,4.7810299436009345e-05,6
OpenBox Ventures,4.7810299436009345e-05,6
Kyowon Group,4.7810299436009345e-05,6
Ninestars,4.7810299436009345e-05,6
Madison Dearborn Partners,4.779905517390321e-05,16
Albatross Investment,4.777854173127511e-05,2
FAST TRACK ASIA,4.777854173127511e-05,2
Palisades Ventures,4.774588618015262e-05,13
Tytus Michalski,4.7731100773011464e-05,9
Sean Moriarty,4.772225537598041e-05,13
John Dean,4.7716515918038314e-05,5
Broadview Ventures,4.771594705434536e-05,8
PUK Ventures,4.769577349419072e-05,7
Jerusalem Global Ventures,4.7692170399913116e-05,12
DKA Capital,4.766260061083609e-05,6
Quincy Smith,4.7642255982280195e-05,15
Lance Kalish,4.7636685723335484e-05,8
John Kim,4.7636685723335484e-05,8
Ido Leffler,4.7636685723335484e-05,8
Irving Azoff,4.7636685723335484e-05,8
Scott Sperling,4.7636685723335484e-05,8
Bill DeWitt III,4.762835502713814e-05,5
Chris Pronger,4.762835502713814e-05,5
IP Venture Fund,4.761050081823237e-05,7
Andy Hertzfeld,4.7609997425551425e-05,10
Judy Estrin,4.7609997425551425e-05,10
AVG Ventures,4.757211486474761e-05,3
Dennis Stone,4.757211486474761e-05,3
Andrew Fine,4.749018809525364e-05,15
Michael Scharff,4.749018809525364e-05,15
Mohan Gyani,4.749018809525364e-05,15
Mark Montgomery,4.7487626114789106e-05,5
Jack Furst,4.7487626114789106e-05,5
CrossBridge Venture Partners,4.7484003215341996e-05,14
PhilQuo Ventures,4.744714074381393e-05,15
K-Svets Venture,4.744604622043827e-05,2
Aspen Ventures,4.74416554005698e-05,3
Lee Hower,4.743259742624968e-05,18
Chess Ventures,4.742924096519989e-05,14
George Deeb,4.742412785322075e-05,12
Jeff Lipp,4.7424127853220746e-05,12
Mike Collett,4.7424127853220746e-05,12
Dmitry Kushaev,4.7422210682436064e-05,3
Concur Technologies,4.7415543333066695e-05,9
Sigma Gestion,4.741147236854069e-05,5
James Gilbert,4.74012679914742e-05,2
Brett Crosby,4.74012679914742e-05,2
Thomas Falks,4.74012679914742e-05,2
John Vincent,4.74012679914742e-05,2
Mike Cannon-Brookes,4.739627683642841e-05,10
White Rose Technology Seedcorn Fund,4.739180724882299e-05,6
One Equity Partners,4.7380208511669746e-05,13
Swiftsure Capital,4.735506195924573e-05,6
Yoko Ono,4.73454932311559e-05,17
Aviv Nevo,4.73454932311559e-05,17
Wendy Murdoch,4.73454932311559e-05,17
Seb Bishop,4.73454932311559e-05,17
Hennessey Capital,4.7336920564784214e-05,6
FSN PME Fund,4.7310445687568746e-05,10
Craig Winkler,4.729019363332004e-05,8
Debiopharm Group,4.7281567047147156e-05,11
Jacob Rothschild,4.727734384234429e-05,5
Herbert Kloiber,4.727734384234429e-05,5
Bernard Arnault,4.727734384234429e-05,5
Great Point Partners,4.724462451954603e-05,14
Austin Hill,4.7238148150859586e-05,12
DeA Capital,4.723398040311611e-05,16
Shamil Chandaria,4.722418344864696e-05,9
Ditlev Schwanenflugel,4.722418344864696e-05,9
Bill Emmott,4.722418344864696e-05,9
Anish Chandaria,4.722418344864696e-05,9
Ab Banerjee,4.722418344864696e-05,9
Tony Broglio,4.720588853637404e-05,5
Ron Pillar,4.720588853637404e-05,5
Taher Haveliwala,4.7204486087675e-05,12
Pano Kroko,4.715776243381776e-05,2
AXM Venture Capital,4.7132644469129933e-05,2
Cyrus Capital Partners,4.711835179808383e-05,12
Twin Capital / Stuart Larkins,4.7100713879482193e-05,14
Keith Miller,4.7100713879482193e-05,14
Greg Rudin,4.7100713879482193e-05,14
Purple Angel,4.708719522030453e-05,8
Jim Wiatt,4.707972949029909e-05,12
Seagate,4.705826195239733e-05,11
David Frankel,4.704458355041443e-05,13
Sagamore Bioventures,4.7043880388587366e-05,10
BlueTree Allied Angels,4.7042054699419305e-05,9
Vint Cerf,4.702047888098406e-05,10
BD Ventures,4.6989841293066265e-05,15
Amol Sarva,4.698943025471661e-05,6
CDH Investments,4.6983577647699504e-05,12
VicenÃ§ MartÃ­,4.6973107365608936e-05,3
Payam Zamani,4.696730561812495e-05,11
Kaedan Capital Group,4.6954167071062976e-05,7
Innovatech,4.6936447717453774e-05,9
Harmony Partners,4.6921865412917144e-05,19
Mark McElney,4.691158007145501e-05,4
Andrew Barton,4.691158007145501e-05,4
Kapital,4.691158007145501e-05,4
GE Equity,4.688079977302111e-05,13
Cyhawk Ventures,4.6866864600763375e-05,3
Lazarus Israel Opportunities Fund,4.6866864600763375e-05,3
Cameron T. Ring,4.686459110086195e-05,20
J. Todd Masonis,4.686459110086195e-05,20
Argonaut Partners,4.684988742524806e-05,9
Kevin Scott,4.68439788565132e-05,21
Rick Braddock,4.684181917578812e-05,4
Meyer Bergman,4.680827240887905e-05,7
Miroma Ventures,4.680827240887905e-05,7
Marc Hazan,4.680827240887905e-05,7
Howzat Partners,4.680827240887905e-05,7
Northeast Angels,4.6780962596560284e-05,7
Marc P. Bernegger,4.6764519601656536e-05,2
Excel Medical Ventures,4.676150374470713e-05,15
Temasek Holdings,4.675382735677826e-05,15
Zorik Gordon,4.673714584156311e-05,21
Nathan Hanks,4.673714584156311e-05,21
BeFactory,4.6736628801510475e-05,3
Nextech Venture,4.669094135548384e-05,14
M/C Partners,4.664656144194987e-05,13
Frank Sagnier,4.6643975288035594e-05,9
Limvirak Chea,4.6643975288035594e-05,9
Christopher Spray,4.6643975288035594e-05,9
Mianach Venture Capital,4.663107082119415e-05,6
MENA Venture Investments,4.662896895345611e-05,12
John Keister,4.661042892600132e-05,16
Mark van Hartesvelt,4.659604760086308e-05,3
Robb Kunz,4.659604760086308e-05,3
Jeff Burningham,4.659604760086308e-05,3
Luis Chicharro,4.658820833407697e-05,2
Javier GÃƒÂ³mez Navarro,4.658820833407697e-05,2
Roderick Cooke,4.6587030212957054e-05,12
Dave Anderson,4.6587030212957054e-05,12
Robert Smith,4.6587030212957054e-05,12
Joshua Summers,4.6587030212957054e-05,12
Michael Zelnick,4.6587030212957054e-05,12
Mantiq Investimentos,4.657402876382649e-05,4
Mare Investimentos,4.657402876382649e-05,4
AEM Capital,4.657402876382649e-05,4
Promon International,4.657402876382649e-05,4
Baylor Angel Network,4.6550555179437416e-05,5
RSL Ventures,4.6550099002880424e-05,10
Equity Gap,4.6549107211906675e-05,5
Rick Eaton,4.653729224975995e-05,8
Jack Haire,4.653729224975995e-05,8
Adam Dell,4.6537292249759934e-05,8
Michael Kinsbergen,4.6518805973705294e-05,17
500 Hats,4.65053606840457e-05,10
Ken & Laura Morse,4.6505360684045696e-05,10
Katie Rae,4.6505360684045696e-05,10
Raul Aznar,4.6505360684045696e-05,10
Pablo Carrallo,4.6505360684045696e-05,10
Hermes GPE Environmental Innovation Fund,4.6504851109135156e-05,4
Tri-Star Technology Fund,4.648837990582339e-05,7
Limestone Fund,4.648837990582339e-05,7
Cyril Vart,4.6487679129389725e-05,2
ORIX Venture Finance,4.6473002058228744e-05,10
Michael Valman,4.646816238224269e-05,3
Thomas James,4.646816238224269e-05,3
Pierre- Edouard Harant,4.646816238224269e-05,3
Picoty,4.646696208311314e-05,7
Escalate Capital Partners,4.646219895980103e-05,14
Weston Presidio Capital,4.645974051317064e-05,15
Jay Adelson,4.6458693672808296e-05,16
Jose Manuel Villanueva,4.645508493535696e-05,7
Lucas Carne,4.645508493535696e-05,7
Harrington Family,4.641833121838741e-05,2
FF&P Private Equity,4.6397933331846606e-05,8
Omar Hamoui,4.638249402729528e-05,13
Quicksilver Ventures,4.6357781347215976e-05,13
Andrew Tobias,4.6351618794444664e-05,3
Gerace Family,4.6351618794444664e-05,3
Jon Lovelace,4.6351618794444664e-05,3
Li Ka-shing,4.6335177006185306e-05,10
Innovation Network Corp. of Japan,4.631366593700816e-05,6
Partners Group,4.628965346424656e-05,6
Kauffman Foundation,4.62597893753806e-05,18
Acta Wireless,4.6253441969256744e-05,5
RusnanoMedInvest,4.624037943548555e-05,13
Micky Malka,4.622901664759525e-05,14
McGraw-Hill Companies,4.621546528230141e-05,7
Cowen Group,4.619904691709454e-05,10
Hartz Capital,4.619904691709454e-05,10
Kingsbrook Partners,4.619904691709454e-05,10
Ayer Capital Management,4.619904691709454e-05,10
Accede Capital,4.6159768109595564e-05,9
Genevest Consulting Group,4.615543312312658e-05,7
Mayank Bawa,4.6052033042560515e-05,10
Tendris Holding,4.60477176735302e-05,6
Jay Weintraub,4.603368692172642e-05,13
John Doerr,4.603166167218199e-05,3
Wand Partners,4.6030072616592235e-05,6
Origo Sino-India,4.6014337610121686e-05,3
RTI International,4.597619769685463e-05,9
Mike Marquez,4.597043572294896e-05,17
Fenwick & West,4.596172429437391e-05,12
CIDC Consultants,4.595770480168048e-05,15
GlaxoSmithKline,4.594623234568104e-05,15
Biomedical Investments,4.5937967484113986e-05,9
Tobias LÃ¼tke,4.5926552357377035e-05,12
Sustainable Technologies Fund,4.592534191998484e-05,7
Wieden + Kennedy,4.5915985496392665e-05,9
Bruce Eskowitz,4.591598549639266e-05,9
Marc Gieger,4.591598549639266e-05,9
Jay Boberg,4.591598549639266e-05,9
Michael Goldfine,4.591598549639266e-05,9
Via Venture Partners,4.5864783851216e-05,4
Sigefi Ventures Gestion,4.580985636926677e-05,4
Andy O'Hara,4.5781736854289764e-05,8
Dan Carroll,4.5781736854289764e-05,8
Artists and Instigators,4.5781736854289764e-05,8
Matt Watson,4.5781736854289764e-05,8
John Fohr,4.5781736854289764e-05,8
Eric Dobkin,4.577607803220128e-05,15
VIADUC 8,4.577057213599387e-05,3
Expansinvest,4.577057213599387e-05,3
Brooke Private Equity Advisors,4.576673763154702e-05,8
NYU Innovation Venture Fund,4.575646449007124e-05,13
Richland Ventures,4.5725794571525925e-05,5
Peter Gotcher,4.571361671943656e-05,15
ATEL Ventures,4.571135473971265e-05,15
INTEC IT Capital,4.5691402834115634e-05,4
ngi group,4.5691402834115634e-05,4
Tecnet Equity,4.569061278206295e-05,2
OPG Ventures,4.568501095824509e-05,11
Alison Rosenthal,4.566352074555259e-05,18
Actis,4.564401754370011e-05,5
Alan MacIntosh,4.563620578821176e-05,6
Ian Jeffrey,4.563620578821176e-05,6
Audry Larocque,4.563620578821176e-05,6
Bryan Freeman,4.563620578821176e-05,6
Joel Auge,4.563620578821176e-05,6
East Gate Capital Management,4.561987645364022e-05,10
John Goldsmith,4.561853043682618e-05,14
Telstra,4.558872455955256e-05,5
Austria Wirtschaftsservice Gesellschaft,4.557645833366353e-05,3
NÃƒÂ– Beteiligungsfinanzierungen,4.557645833366353e-05,3
Tecnet capital Technologiemanagement,4.557645833366353e-05,3
Kevin Helton,4.5557785097880646e-05,5
Steve Romney,4.5557785097880646e-05,5
Robin Richards,4.55511725405016e-05,13
Discovery Communications,4.5540939204730306e-05,12
Bi3 Solutions,4.5532348016049644e-05,2
Brustart,4.5532348016049644e-05,2
Fonds StratÃƒÂ©gique d'Investissement,4.55222559450129e-05,10
Rho West,4.551695425006384e-05,16
Jill Preotle,4.5514564372455885e-05,4
Mike Masterson,4.5514564372455885e-05,4
Spinnaker Trust,4.5514564372455885e-05,4
Ed Belove,4.5514564372455885e-05,4
Kolohala Ventures,4.551436436856321e-05,5
AMOREPACIFIC Ventures,4.5508219182995916e-05,11
Peter Lund,4.550467127482478e-05,9
Econa AG,4.549522771809175e-05,8
Christian Saller,4.5488471846025795e-05,4
Wolfgang Heigl,4.5488471846025795e-05,4
Lars Jankowfsky,4.5488471846025795e-05,4
Pharos Capital Partners,4.547806374674104e-05,12
Robert Semmens,4.547238990714491e-05,10
Teddy Schiff,4.547238990714491e-05,10
Finaventures,4.5467650719876654e-05,13
Randall Kaplan,4.545283991381915e-05,12
Monsanto,4.542779863139432e-05,15
Aberdeen Asset Management,4.541138464652969e-05,3
C. Richard Kramlich,4.5347439702292254e-05,4
Alexander Lloyd,4.5347439702292254e-05,4
Pamela P. Kramlich,4.5347439702292254e-05,4
Tim Mott,4.534743970229225e-05,4
Aplix Corp,4.534579519658888e-05,12
Carmen Busquets,4.5308046044366556e-05,11
Peng T. Ong,4.528431628902627e-05,9
Brand Ventures,4.527649019074078e-05,15
Osage Partners,4.5255762168785935e-05,10
Sir Stuart Rose,4.524830321867701e-05,3
Rob Hersov,4.524830321867701e-05,3
Dr Thomas Middelhoff,4.524830321867701e-05,3
Ashcombe Advisers,4.524830321867701e-05,3
David Tabizel,4.524830321867701e-05,3
Robert Suss,4.524830321867701e-05,3
Finlombarda Gestioni SGR,4.524823367405332e-05,2
State Street Global Investments,4.524823367405332e-05,2
Greg Gunn,4.5242625839413704e-05,9
Dixon Doll,4.524145548054507e-05,9
Bud Colligan,4.522949557008051e-05,10
AsiaVest Partners,4.5227001307875065e-05,6
Warren Adelman,4.519343202463362e-05,12
Ampersand Capital Partners,4.5177887112360626e-05,10
Pablo Lago,4.5168721625032406e-05,2
Francisco MuÃ±iz,4.5168721625032406e-05,2
Talent Equity Ventures,4.516818741087961e-05,6
Andrea Bohmert,4.5163917961749e-05,5
Willem Van Biljon,4.5163917961749e-05,5
Tim Parsonson,4.5163917961749e-05,5
Andreas von Blottnitz,4.5163917961749e-05,5
Michael Greve,4.5163917961749e-05,5
Amplifier Venture Partners,4.5160185826996865e-05,7
Seacoast Capital Partners,4.515984493249523e-05,6
Laconia Ventures,4.5149130108334735e-05,12
Cadence Design Systems,4.513260058503352e-05,10
RBS Citizens Financial Group,4.512957362074061e-05,2
Bill Harris,4.512450764299134e-05,3
S-REFIT Regionaler Finanzierungsfonds fÃƒÂ¼r Innovationen und Technologieunternehmen,4.511505633768922e-05,5
Shou Zi Chew,4.510546887989278e-05,5
Marc Cosentino,4.510546887989278e-05,5
Aadil Mamujee,4.510546887989277e-05,5
Arya H. BoluFrushan,4.510546887989277e-05,5
Chattanooga Renaissance Fund,4.5097623834169495e-05,3
Javier Castro,4.5093047732764434e-05,3
Fernando Muzquiz,4.5093047732764434e-05,3
Michael Chang,4.5050784183259415e-05,9
Steve Garfield,4.503056838615528e-05,15
Innova Kapital,4.502060532318916e-05,4
Owen Li,4.502060532318916e-05,4
Hudson Clean Energy Partners,4.499839813937436e-05,7
Winston Cho,4.498615473710542e-05,5
Dave Whorton,4.498615473710542e-05,5
Praful Shah,4.498615473710542e-05,5
Ken Hoffman,4.4981733017891105e-05,4
All Metal Stamping,4.4981733017891105e-05,4
Orbital Biosciences,4.4981733017891105e-05,4
Alliance Trust,4.4979584251790154e-05,7
Jon Kiehnau,4.4933751902330944e-05,7
Jamie Dewar,4.493139987246396e-05,2
Shawn Bruins,4.493139987246396e-05,2
Big Sur Ventures,4.4930615541756494e-05,2
Heilemann Ventures,4.491425687002105e-05,8
Vermont Seed Capital Fund,4.49095619568095e-05,5
Aura Capital,4.489776000555248e-05,4
Archetype,4.486252697831382e-05,7
New Mexico Community Capital,4.485539269659345e-05,10
Alex Moore,4.4841381790500026e-05,17
Jonathan Coon,4.4841381790500026e-05,17
Luke Rajlich,4.481903186127677e-05,17
Micron Technology,4.479572944414372e-05,11
SPARK VCT,4.479193895667331e-05,5
Rajkumar Elango,4.474167334874924e-05,3
Tennessee Community Ventures,4.4735856708703827e-05,4
"Southwest Michigan First, Investment Arm",4.4735463541987026e-05,7
Prime Minister of Qatar -Sheikh Hamad bin Jassim bin Jaber Al Thani,4.473527740862992e-05,5
Chelsfield Partners,4.473527740862992e-05,5
Rahman Abdul El Assir,4.473527740862992e-05,5
2C3i,4.473527740862992e-05,5
Elliot Bernerd,4.473527740862992e-05,5
Novus Energy Partners,4.472470462506924e-05,11
Mike Krieger,4.469650569250964e-05,8
Micro Angel Fund,4.4673967045414386e-05,3
Jon Steinberg,4.467088186909235e-05,14
Eurovestech,4.466520385894046e-05,9
Sean Power,4.464712014880735e-05,11
Mark Semonian,4.464712014880735e-05,11
Randy Altschuler,4.464712014880735e-05,11
Caleb DesRosiers,4.464712014880735e-05,11
Archibald Cox,4.464712014880735e-05,11
James Dudenhoefer,4.464712014880735e-05,11
Jason Krantz,4.464712014880735e-05,11
Joanne Katsch,4.464712014880735e-05,11
Mayo Clinic Rochester,4.463371595525648e-05,12
Alvin Smith,4.4633005508489746e-05,2
John Belizaire,4.4633005508489746e-05,2
Avichal Garg,4.462874107310435e-05,20
Tapio Tolvanen,4.4611411930245547e-05,6
Steve Wolfe,4.4611411930245547e-05,6
Philip Settimi,4.4611411930245547e-05,6
Ari Tulla,4.4611411930245547e-05,6
Jack Kokko,4.4611411930245547e-05,6
Convergent Capital Management (CCM) US,4.458120550513689e-05,4
SilkRoad Equity,4.453082393034549e-05,8
T2 Venture Capital,4.4528155138823864e-05,6
Boehringer Ingelheim Venture Fund,4.451812687747707e-05,7
Drummond Road Capital,4.451763801270943e-05,6
The New Markets Growth Fund,4.450785916928737e-05,11
Martin Sinner,4.450571830706687e-05,10
Scott Tannen,4.4500006700196785e-05,17
Chris McCann,4.4500006700196785e-05,17
Andrew Ferenci,4.4500006700196785e-05,17
Lady Barbara Judge,4.448524892285133e-05,4
NGP Energy Technology Partners,4.447915769200113e-05,12
MassVentures,4.44617346376412e-05,12
Oren Dobronsky,4.4448462482629333e-05,11
Capitol Broadcasting Company,4.4416336404025584e-05,6
Raymond James Consulting,4.440890994134897e-05,5
Acumen Capital Finance Partners,4.440890994134897e-05,5
Canaccord Genuity Corp,4.440890994134897e-05,5
Lucas Venture Group,4.440299651793213e-05,10
Eagle Ventures,4.4401062967776335e-05,7
Capricorn Health-Tech Fund,4.4400330474470775e-05,2
Suanfarma Biotech,4.44001041544113e-05,3
Parkwalk EIS Technology Fund 1,4.4378706180643e-05,4
Redwood Venture Partners,4.437606519002195e-05,8
Pyramid Technology Ventures,4.436274182803148e-05,12
Kirlan Venture Capital,4.434761488961225e-05,10
Sameer Jageti,4.434654195109362e-05,12
Dennis Pilarinos,4.434654195109362e-05,12
Dave Johnson,4.434654195109362e-05,12
Thijs Gitmans,4.434654195109362e-05,12
Melissa Reiff,4.434654195109362e-05,12
Rob de Heus,4.434654195109362e-05,12
Carlos Cashman,4.434325346001877e-05,13
Lanza TechVentures,4.4342306856454705e-05,7
Flint Hills Resources,4.431915906532121e-05,12
Global Equity Partners Beteiligungs-Management,4.4300821108913263e-05,6
GMG Capital Partners,4.4286482162255315e-05,5
Paragon Capital,4.428394194218327e-05,10
Octagon Capital Partners,4.428394194218327e-05,10
Jayhawk Capital,4.428394194218327e-05,10
Whitebox Advisors,4.428394194218327e-05,10
David Wallerstein,4.426783385227777e-05,19
Ken Keller,4.426783385227777e-05,19
Jude Gomila,4.426783385227777e-05,19
Kent Lindstrom,4.426783385227777e-05,19
Value Creation & Company,4.4245073915064554e-05,2
Reof and Technofonds Flevoland,4.4245073915064554e-05,2
Blacksmith Capital,4.4238353823322745e-05,11
Dan Porter,4.423425752295329e-05,4
Riverstone Holdings,4.41988902082555e-05,13
Jonathan Dolgen,4.4188090313347923e-05,10
Yellow&Blue Investment Management,4.4173744188262506e-05,6
Chris Hobbs,4.417041309187102e-05,14
Biox Biosciences,4.4168769025813985e-05,3
Wageningen Business Generator,4.4168769025813985e-05,3
Jim Johnson,4.416607116908518e-05,2
SVB Capital,4.416577698647588e-05,16
Private Angels,4.413772491601343e-05,8
Tiger Technology Global Management,4.412989628209595e-05,9
Varsha Rao,4.412033555705127e-05,16
Dick Costolo,4.41177673411401e-05,16
Enzyme Venture Capital,4.4102995256410935e-05,8
Andy Klingenstein,4.4090918694379244e-05,9
Acceleprise Ventures,4.4090918694379244e-05,9
Marc Solomon,4.4090918694379244e-05,9
Adam Falla,4.4090918694379244e-05,9
Roger Krakoff,4.4090918694379244e-05,9
Nebraska Global,4.40881734076488e-05,3
Ben Lilienthal,4.408724371432587e-05,6
Matt Mazzeo,4.406651865885891e-05,13
South Ventures,4.406427198363681e-05,3
Nazca Capital,4.406427198363681e-05,3
Societe Fonciere Financiere & de Participations,4.405079602990667e-05,4
PyrÃƒÂ©nÃƒÂ©es Gascogne,4.405079602990667e-05,4
Jason Portnoy,4.4034457455295993e-05,9
Rick Wagoner,4.402496807052837e-05,9
Fortress Capital,4.400005699322036e-05,3
Veronis Suhler Stevenson,4.400005699322036e-05,3
Regiment Capital,4.400005699322036e-05,3
Berlin Ventures,4.399794524122689e-05,3
Taku Harada,4.3972054615343374e-05,10
Robert LoCascio,4.3971905146027964e-05,14
SK Partners,4.3971905146027964e-05,14
Mathew Grodin,4.3971905146027964e-05,14
Lucas Dubs,4.39636322918597e-05,4
Zo li,4.39636322918597e-05,4
IBG Fonds,4.395183803393916e-05,10
Starkville Technology Investments,4.392541960687559e-05,5
MIssissippi Angel Fund,4.392541960687559e-05,5
Research Triangle Ventures,4.389000025721674e-05,10
Millennium II Materials Technology Fund,4.3859999998642786e-05,8
Anthony Pascoe,4.385039735844388e-05,9
Savannah Fund,4.385039735844388e-05,9
PanAfrican Investment Co.,4.385039735844388e-05,9
David Risher,4.385039735844388e-05,9
Cleveland Clinic,4.384567159444613e-05,11
H2 Investment Properties,4.380844816331263e-05,3
Nils Holger Henning,4.380844816331263e-05,3
Digital Pioneers,4.380844816331263e-05,3
NTT DoCoMo,4.380420097962006e-05,14
Gogreen Capital,4.3793127826079364e-05,2
Shawn Simpson,4.377008033069989e-05,12
Altien Limited,4.37513467490283e-05,10
