Source,Target,Weight
Diego Canoso,Gabriel Venture Partners,1
Diego Canoso,InvestorsÂ’ Circle,1
Diego Canoso,Joanne Wilson,1
Diego Canoso,John Levinson,1
Diego Canoso,Joshua Stylman,1
Diego Canoso,Mark Censits,1
Diego Canoso,Patient Capital Collaborative,1
Diego Canoso,Peter Hershberg,1
Diego Canoso,Rebecca Saeger,1
Diego Canoso,Robin Hood Ventures,1
Diego Canoso,Shane Spitzer,1
Diego Corral Basterra,Europa Press,1
Diego Corral Basterra,Luis Martin Cabiedes,1
Diego Corral Basterra,Unai Ansejo Barra,1
Diego J Ruiz-Rincon,Diego Kuperman,1
Diego J Ruiz-Rincon,FranÃ§ois Derbaix,2
Diego J Ruiz-Rincon,Juan Leal,1
Diego J Ruiz-Rincon,Marta Esteve,2
Diego J Ruiz-Rincon,Sol FernÃ¡ndez-RaÃ±ada,1
Diego Kuperman,FranÃ§ois Derbaix,1
Diego Kuperman,Juan Leal,1
Diego Kuperman,Marta Esteve,1
Diego Kuperman,Sol FernÃ¡ndez-RaÃ±ada,1
Diego Lamprea,Inversiones Montferrat,1
Diego Meller,IDInvest Partners,1
Diego Meller,Laurent Laffy,1
Diego Meller,MartÃƒÂ­n AÃƒÂ±azco,1
Diego Meller,Mihai Crasneanu,1
Diego Meller,Philippe Seignol,1
Diego Meller,Stefan Glaenzer,1
Diego Meller,The Bonte Family Fund,1
Diego Meller,Veronique Marsot Seignol,1
Diego Ramos,Manuel Ramos,1
Dieter Weiss,Jens Blaumeirer,1
Dieter Weiss,Micky Muller,1
Dieter Weiss,Sandra Fisher,1
Dieter von Holtzbrinck,MairDumont,1
Digicel,Richard Brennan,1
Digicel,SVG Partners,1
Digicel,Storm Ventures,1
Digicel,True Ventures,1
Digital Assets Deployment,Oskar Hjertonsson,1
Digital Assets Deployment,Plug & Play Ventures,1
Digital Assets Deployment,Tom Chiu,1
Digital Bandwidth,Equitek Capital,1
Digital Bandwidth,Miami Valley Venture Fund,1
Digital Bandwidth,Sunbridge Partners,1
Digital Bandwidth,TradeInvest Asset Management,1
Digital Capital Advisors,Dolgen Ventures,1
Digital Capital Advisors,Jonathan Carson,1
Digital Capital Advisors,Leo Hindery Jr.,1
Digital Capital Advisors,Lucas Point Ventures,1
Digital Capital Advisors,Michael Kassan,1
Digital Capital Advisors,Mike Katz,1
Digital Capital Advisors,Social Starts,1
Digital Capital Advisors,Steve Kantor,1
Digital Century Capital,Elon Musk,1
Digital Century Capital,Goldman Sachs,1
Digital Century Capital,Hikari Tsushin Group,1
Digital Century Capital,Madison Dearborn Partners,1
Digital Century Capital,Qualcomm Ventures,1
Digital Century Capital,Sequoia Capital,1
Digital Century Capital,SingTel,1
Digital Century Capital,TAMC,1
Digital Century Capital,Temasek Holdings,1
Digital Century Capital,Vertex,1
Digital Education,Nicolas Gautier,1
Digital Entertainment Ventures,Empire Angels,1
Digital Garage,Doug Barry,1
Digital Garage,Draper Fisher Jurvetson (DFJ),1
Digital Garage,Eamon Leonard,1
Digital Garage,Etsuji Otsuka,1
Digital Garage,Farzad Nazem,1
Digital Garage,Felicis Ventures,1
Digital Garage,Fenox Venture Capital,1
Digital Garage,First Round Capital,2
Digital Garage,Formation 8,1
Digital Garage,Freestyle Capital,1
Digital Garage,FundersClub,1
Digital Garage,GVA,1
Digital Garage,Gaurav Mathur,1
Digital Garage,General Catalyst Partners,1
Digital Garage,Goldcrest Investments,1
Digital Garage,Google Ventures,1
Digital Garage,Hummer Winblad Venture Partners,1
Digital Garage,Hydrazine Capital,1
Digital Garage,Index Ventures,1
Digital Garage,Institutional Venture Partners,1
Digital Garage,Intel Capital,1
Digital Garage,Itochu Technology Ventures,1
Digital Garage,Jack Abraham,2
Digital Garage,Jared Kopf,1
Digital Garage,Jeremy Orlow,1
Digital Garage,Jim Patterson,1
Digital Garage,John Batelle,1
Digital Garage,Jonathan Siegel,1
Digital Garage,Jonathan Strauss,1
Digital Garage,Kevin Henrikson,1
Digital Garage,Kevin Rose,1
Digital Garage,Kleiner Perkins Caufield & Byers,1
Digital Garage,Marissa Mayer,1
Digital Garage,Mark Mullen,1
Digital Garage,Mark Williamson,1
Digital Garage,Matt Humphrey,1
Digital Garage,Merus Capital,1
Digital Garage,Michael Liou,2
Digital Garage,Michael Saunders,1
Digital Garage,Netprice Partners,2
Digital Garage,Owen Van Natta,1
Digital Garage,Oyster Technology Investments,1
Digital Garage,Paddy Holahan,1
Digital Garage,Palantir Capital,1
Digital Garage,Pankaj Shah,1
Digital Garage,Paul Buchheit,1
Digital Garage,Pejman Nozad,1
Digital Garage,Peng T. Ong,1
Digital Garage,Plug & Play Ventures,2
Digital Garage,Porter Erisman,1
Digital Garage,Publicis Groupe,1
Digital Garage,Quest Venture Partners,2
Digital Garage,Relay Ventures,1
Digital Garage,Rich LeFurgy,1
Digital Garage,Roham Gharegozlou,1
Digital Garage,SV Angel,5
Digital Garage,Saeed Amidi,1
Digital Garage,Shogo Kawada,1
Digital Garage,Siemer Ventures,1
Digital Garage,Spark Capital,3
Digital Garage,Spiegel Capital Management,1
Digital Garage,Start Fund,4
Digital Garage,Steve Elrick,1
Digital Garage,Stewart Alsop,1
Digital Garage,Stuart Coulson,1
Digital Garage,SunBridge Global Ventures,1
Digital Garage,TEEC Angel Fund,2
Digital Garage,Ted Geary,1
Digital Garage,Tencent,1
Digital Garage,Tikhon Bernstam,1
Digital Garage,Timothy Draper,1
Digital Garage,Timothy Ferriss,1
Digital Garage,Tom Moss,1
Digital Garage,Transmedia Capital,1
Digital Garage,Trinity Ventures,1
Digital Garage,True Ventures,2
Digital Garage,Ullas Naik,1
Digital Garage,Union Square Ventures,2
Digital Garage,Western Technology Investment,1
Digital Garage,XG Ventures,2
Digital Garage,Y Combinator,3
Digital Garage,YC Start Fund,1
Digital Garage,Zach Aarons,1
Digital Garage,iVentureCapital,1
Digital Garage,netprice.com,1
Digital Information AB,QURE AB,1
Digital Magics,Giordano Martinelli,1
Digital Magics,Johan Bode,1
Digital Magics,Lodovico Rosnati,1
Digital Magics,Luca Fabio Giacometti,1
Digital Magics,Luigi Lanari,1
Digital Magics,Marco Valerio Bellini,1
Digital Magics,Mariano Carozzi,1
Digital Magics,Pietro Boroli,1
Digital Magics,Stefano Miccinelli,1
Digital News Ventures,Ebricks,1
Digital News Ventures,Gordon Crovitz,1
Digital News Ventures,InnoSpring,1
Digital News Ventures,Investor's Circle,1
Digital News Ventures,Knight Foundation,3
Digital News Ventures,Liberty City Ventures,1
Digital News Ventures,Pascal Lorne,1
Digital News Ventures,TEEC Angel Fund,1
Digital Pioneers,H2 Investment Properties,1
Digital Pioneers,Heiko Hubertz,1
Digital Pioneers,Nils Holger Henning,1
Digital Sandbox,Dundee Venture Capital,1
Digital Sky Technologies,Draper Fisher Jurvetson (DFJ),1
Digital Sky Technologies,Farzad Nazem,1
Digital Sky Technologies,Fidelity Ventures,1
Digital Sky Technologies,FundersClub,1
Digital Sky Technologies,Garry Tan,1
Digital Sky Technologies,General Atlantic,1
Digital Sky Technologies,General Catalyst Partners,1
Digital Sky Technologies,Goldman Sachs,1
Digital Sky Technologies,Greylock Partners,1
Digital Sky Technologies,Harjeet Taggar,1
Digital Sky Technologies,IA Ventures,1
Digital Sky Technologies,Institutional Venture Partners,1
Digital Sky Technologies,Jeff Bezos,1
Digital Sky Technologies,Kevin Rose,1
Digital Sky Technologies,Kleiner Perkins Caufield & Byers,2
Digital Sky Technologies,Maverick Capital,1
Digital Sky Technologies,Menlo Ventures,1
Digital Sky Technologies,Morgan Stanley Venture Partners,1
Digital Sky Technologies,New Enterprise Associates,1
Digital Sky Technologies,Paul Buchheit,1
Digital Sky Technologies,Phenomen Ventures,1
Digital Sky Technologies,Plug & Play Ventures,1
Digital Sky Technologies,Promus Ventures,1
Digital Sky Technologies,Raymond Tonsing,1
Digital Sky Technologies,Sam Altman,1
Digital Sky Technologies,Sergey Orlovskiy,1
Digital Sky Technologies,Silver Lake Partners,1
Digital Sky Technologies,Start Fund,1
Digital Sky Technologies,TMT Investments,1
Digital Sky Technologies,Technology Crossover Ventures,1
Digital Sky Technologies,Thomvest Ventures,1
Digital Sky Technologies,Tiger Global Management,1
Digital Sky Technologies,Troy Carter,1
Digital Sky Technologies,netprice.com,1
Digitalents Capital,Eileen Burbidge,1
Digitalents Capital,Five Ventures,2
Digitalents Capital,Omnis Mundi,1
Digitalents Capital,Seedcamp,1
Digitalents Capital,The Accelerator Group,2
Dignity Health,Ziegler Meditech Equity Partners,1
Diker Management,Galleon Group,1
Diker Management,Magnetar Capital,1
Diker Management,SRB Management,1
Diker Management,WS Investments,1
Dila Capital,Venture Partners,1
Dillards,Gravity Ventures,1
Dillards,Noro-Moseley Partners,1
Dillon Capital,Kevin O'Leary,1
Dillon Capital,Lori Greiner,1
Dillon Capital,Mark Cuban,1
Dillon Capital,Robert Herjavec,1
Dillon Capital,Structure,1
Dillon McDonald,InterWest Partners,1
Dillon McDonald,Raymond Tonsing,1
Dimitri Dewavrin,Francesco Maio,1
Dimitris Vranopoulos,Emilios Markou,1
Dimitris Vranopoulos,Openfund,1
Dimitris Vranopoulos,PJ Tech Catalyst,1
Dinesh Ravishanker,Komnieve Singh,1
Dinesh Ravishanker,TJ Thinakaran,1
Dinesh Ravishanker,Vijesh Mehta,1
Dinesh Tejwani,Karamveer Singh,1
Dingman Center Angels,Ecosystem Ventures,1
Dingman Center Angels,India Venture Partners,1
Dingman Center Angels,Maryland Technology Development Corporation,1
Dingman Center Angels,wildscreen.tv,1
Dino Vendetti,Eniac Ventures,1
Dino Vendetti,Google Ventures,1
Dino Vendetti,Krishna Visvanathan,1
Dino Vendetti,Lee Linden,1
Dino Vendetti,SV Angel,1
Dino Vendetti,Scott McNealy,1
Dino Vendetti,SoftTech VC,1
Dino Vendetti,Thomas Korte,1
Dino Vendetti,Timothy Draper,1
Dino Vendetti,Webb Investment Network,1
Dion DeLoof,Geoff Meacham,1
Dion DeLoof,Kris Zagoria,1
Dion DeLoof,Margaret Marshall,1
Dion DeLoof,Mo Bunnell,1
Dion DeLoof,Paul Iaffaldano,1
Dion DeLoof,Scott Kriscovich,1
Dion DeLoof,Steve Hamilton,1
Dion DeLoof,Virginia Persons,1
Dionisio D'Aguilar,Jason McDowall,1
Dipchand Nishar,Felicis Ventures,1
Dipchand Nishar,Georges Harik,1
Dipchand Nishar,Keval Desai,1
Dipchand Nishar,Metamorphic Ventures,1
Dipchand Nishar,Paul Buchheit,1
Dipchand Nishar,Richard Chen,1
Dipchand Nishar,Sanjeev Singh,1
Dipchand Nishar,Thomas Korte,1
Dipchand Nishar,XG Ventures,1
Direct Capital Private Equity,Endeavour Capital,1
Direct Capital Private Equity,GE Equity,1
Direct Capital Private Equity,Jolimont Capital,1
Direct Capital Private Equity,TMT Ventures,1
Direct Capital Private Equity,Tallwood Venture Capital,1
Direct Group,Intel Capital,1
Direct Group,Kinnevik,1
Direct Group,Mangrove Capital Partners,2
Direct Group,Oliver Jung,1
Direct Group,Russia Partners,1
Direct Group,e.ventures,1
Dirk Elmendorf,Galvanize,1
Dirk Elmendorf,George Karidis,1
Dirk Elmendorf,Graham Weston,1
Dirk Elmendorf,Jared Kopf,1
Dirk Elmendorf,Jason Seats,1
Dirk Elmendorf,Matt Ocko,1
Dirk Elmendorf,Morris Wheeler,1
Dirk Elmendorf,Pat Matthews,1
Dirk Elmendorf,Patrick Condon,1
Dirk Elmendorf,Paul Kedrosky,1
Dirk Elmendorf,Pejman Nozad,1
Dirk Elmendorf,Ullas Naik,1
Dirk Gates,QuestMark Partners,1
Dirk Gates,US Venture Partners,1
Discount Investment,The Challenge Funds,1
Discover Financial Services,Intel Capital,1
Discover Financial Services,MasterCard Worldwide,1
Discover Financial Services,Rogers Ventures,1
Discover Financial Services,TELUS,1
Discover Financial Services,Visa,1
Discovery Alliance LLC,Southwest Capital,1
Discovery Capital,Greenstone Venture Partners,1
Discovery Capital,GrowthWorks Capital,1
Discovery Capital,Morningside Group,1
Discovery Capital,Roche Venture Fund,1
Discovery Capital,TELUS,1
Discovery Capital,Yaletown Venture Partners,1
Discovery Communications,FirstMark Capital,1
Discovery Communications,GSV Capital,1
Discovery Communications,Harrison Metal Capital,1
Discovery Communications,Integral Capital Partners,1
Discovery Communications,Menlo Ventures,1
Discovery Communications,Norwest Venture Partners,1
Discovery Communications,Sterling Stamos Capital Mgmt,1
Discovery Communications,Universal Music Group,1
Discovery Ventures Corporation,Hughes Ventures,1
Discovery Ventures Corporation,Lightspeed Venture Partners,1
Discovery Ventures Corporation,Voyager Capital,1
Disruptive Capital Finance,Finance Wales,1
Disruptive Capital Finance,Jon Moulton,1
Disruptive Capital Finance,Ken Powell,1
Disruptive Capital Finance,Limburg Ventures,1
Disruptive Capital Finance,Nedermaas Hightech Ventures,1
Disruptive Capital Finance,Sir Harry Solomon,1
Distilled,Kyle Mcginn,1
Distilled,Qamar Aziz,1
Ditlev Schwanenflugel,Ken Olisa,1
Ditlev Schwanenflugel,Shamil Chandaria,1
Ditlev Schwanenflugel,Sherry Coutu,1
Ditlev Schwanenflugel,Stefan Glaenzer,1
Divergent Ventures,Greylock Partners,1
Divergent Ventures,Hummer Winblad Venture Partners,2
Divergent Ventures,Hyde Park Venture Partners,1
Divergent Ventures,Ignition Partners,1
Divergent Ventures,James Mclachlan,1
Divergent Ventures,Jared Kopf,1
Divergent Ventures,John Ives,1
Divergent Ventures,Jonathan Siegel,1
Divergent Ventures,Lance White,1
Divergent Ventures,Lightspeed Venture Partners,3
Divergent Ventures,Madrona Venture Group,2
Divergent Ventures,Matt Ocko,1
Divergent Ventures,Menlo Ventures,3
Divergent Ventures,Musea Ventures,1
Divergent Ventures,Reed Elsevier Ventures,4
Divergent Ventures,Sujal Patel,1
Divergent Ventures,Swisscom Ventures,1
Divergent Ventures,Thomvest Ventures,1
Divergent Ventures,Triage Ventures,2
Divergent Ventures,True Ventures,2
Divergent Ventures,Vulcan Capital,1
Dixon Doll,First Round Capital,2
Dixon Doll,Jon Callaghan,2
Dixon Doll,Lerer Ventures,2
Dixon Doll,New York Times,2
Dixon Doll,Scott Kurnit,2
Dixon Doll,Spark Capital,2
Dixon Doll,Stan Shuman,2
Dixon Doll,betaworks,2
Dmitriy K.,Indigo Capital,1
Dmitriy K.,Sergey R.,1
Dmitry Fedotov,Kevin Ng,1
Dmitry Khan,Dmitry Kushaev,1
Dmitry Khan,Manfred Krischke,1
Dmitry Khan,Mikhail Kokorich,2
Dmitry Khan,Sergey Ivanov,2
Dmitry Khan,Tomas Svitek,1
Dmitry Kushaev,Mikhail Kokorich,1
Dmitry Kushaev,Sergey Ivanov,1
Dmitry Platonov,Grigorii Liubachev,1
Dmitry Shapiro,Draper Fisher Jurvetson (DFJ),1
DnB NOR,Gezina,1
DnB NOR,Glastad Invest,1
DnB NOR,Innovations Kapital,1
DnB NOR,Nordea Bank,1
DnB NOR,Teknoinvest,1
DoCoMo Capital,Draper Fisher Jurvetson (DFJ),1
DoCoMo Capital,First Round,1
DoCoMo Capital,Focus Ventures,1
DoCoMo Capital,Gabriel Venture Partners,1
DoCoMo Capital,Global Catalyst Partners,2
DoCoMo Capital,Granite Ventures,3
DoCoMo Capital,Ignition Partners,1
DoCoMo Capital,Integral Capital Partners,1
DoCoMo Capital,Intel Capital,2
DoCoMo Capital,InterWest Partners,3
DoCoMo Capital,Investment Arm,1
DoCoMo Capital,Investor Growth Capital,1
DoCoMo Capital,Itochu Technology Ventures,1
DoCoMo Capital,JAIC America,1
DoCoMo Capital,KTB Ventures,1
DoCoMo Capital,Khosla Ventures,1
DoCoMo Capital,Kleiner Perkins Caufield & Byers,1
DoCoMo Capital,L Capital Partners,1
DoCoMo Capital,Marc Andreessen,1
DoCoMo Capital,Mayfield Fund,1
DoCoMo Capital,Menlo Ventures,2
DoCoMo Capital,Mitsui Ventures,1
DoCoMo Capital,Mobile Internet Capital,2
DoCoMo Capital,Morgenthaler Ventures,1
DoCoMo Capital,NEC,1
DoCoMo Capital,NGI Capital,1
DoCoMo Capital,Net One Systems,1
DoCoMo Capital,Nokia,1
DoCoMo Capital,Nokia Growth Partners,1
DoCoMo Capital,Ontario Teachers' Pension Plan,1
DoCoMo Capital,Phenomen Ventures,1
DoCoMo Capital,Pilot House Ventures,1
DoCoMo Capital,Pinnacle Ventures,2
DoCoMo Capital,RTP Ventures,2
DoCoMo Capital,Recruit Strategic Partners,1
DoCoMo Capital,Samsung Ventures,2
DoCoMo Capital,Sequoia Capital,2
DoCoMo Capital,Softbank Investment Corporation,1
DoCoMo Capital,Swisscom Ventures,1
DoCoMo Capital,Synopsys,1
DoCoMo Capital,TD Fund,2
DoCoMo Capital,TDF Fund (Telecommunications Development Fund),1
DoCoMo Capital,TL Ventures,1
DoCoMo Capital,TVM Capital,1
DoCoMo Capital,Telefonica Ventures,1
DoCoMo Capital,Troika Dialog,2
DoCoMo Capital,Troika Ventures,1
DoCoMo Capital,Ventech,1
DoCoMo Capital,WPP Ventures,1
DoCoMo Capital,Walden International,1
Dobson Partnership,Energy Ventures,1
Dock29 A Marketing Company,"Effective Performance, Inc",1
Dock29 A Marketing Company,Helinger Advertisement,1
Dock29 A Marketing Company,"Reliable Color, Inc.",1
Dock29 A Marketing Company,Vintage Ultra Lounge,1
Docor International Management,Federman & Sons,1
Docor International Management,Heliant Ventures,1
Docor International Management,JK&B Capital,1
Docor International Management,Liron Rose,1
Docor International Management,Lord David Alliance,1
Docor International Management,Moshe Lichtman,1
Docor International Management,Noaber,1
Docor International Management,Ofer Hi-Tech,1
Docor International Management,Omer Kaplan,1
Docor International Management,Phoenix Insurance,1
Docor International Management,Pitango Venture Capital,3
Docor International Management,Polar Investments,1
Docor International Management,Pontifax,4
Docor International Management,ProSeed Venture Capital Fund,2
Docor International Management,Technorov,1
Docor International Management,The Challenge Funds,2
Docor International Management,US Venture Partners,1
Docor International Management,Vertex Venture Capital,1
Docor International Management,Walden Israel Venture Capital,1
Docor International Management,Yossi Vardi,1
Docor International Management,Yozma Venture Capital,1
Docor International Management,Ziegler Meditech Equity Partners,1
Docor International Management,iNetworks 360,1
Doen,Marcel Beemsterboer,1
Dogwood Equity,Dow Venture Capital,1
Dogwood Equity,InterSouth Partners,1
Dogwood Equity,Investor Growth Capital,1
Dogwood Equity,J.P. Morgan Securities Inc.,1
Dogwood Equity,Johnson & Johnson Development Corporation,1
Dogwood Equity,Mitsui Ventures,1
Dogwood Equity,OrbiMed Advisors,1
Dogwood Equity,Quaker BioVentures,1
Dolby Family Trust,Intel Capital,1
Dolby Family Trust,Mayfield Fund,1
Dolby Family Trust,Norwest Venture Partners,1
Dolby Family Trust,Peninsula-KCG,1
Dolby Family Trust,Stanford University,1
Dolby Family Trust,iNovia Capital,1
Dolgen Ventures,Jonathan Carson,1
Dolgen Ventures,Leo Hindery Jr.,1
Dolgen Ventures,Lucas Point Ventures,1
Dolgen Ventures,Michael Kassan,1
Dolgen Ventures,Mike Katz,1
Dolgen Ventures,Social Starts,1
Dolgen Ventures,Steve Kantor,1
Doll Capital Management,Intel Capital,1
Doll Capital Management,Opus Capital,1
Dollard Carey,Ellen King,1
Dollard Carey,Excelerate Labs,1
Dollard Carey,Jason Goodrich,1
Dollard Carey,Kevin Willer,1
Dollard Carey,Pritzker Group Venture Capital,1
Dolphin Equity Partners,Emergence Capital Partners,2
Dolphin Equity Partners,HarbourVest Partners,1
Dolphin Equity Partners,Hudson Ventures,2
Dolphin Equity Partners,Hyperion Israel Venture Partners,1
Dolphin Equity Partners,Inter-Atlantic Group,1
Dolphin Equity Partners,John Hancock Global Technology Fund,1
Dolphin Equity Partners,Key Venture Partners,1
Dolphin Equity Partners,M/C Partners,1
Dolphin Equity Partners,Morningstar Japan,1
Dolphin Equity Partners,Motorola Solutions Venture Capital,1
Dolphin Equity Partners,Partech Ventures,2
Dolphin Equity Partners,Platinum Neurone Ventures (PNV),1
Dolphin Equity Partners,RBC Venture Partners,1
Dolphin Equity Partners,Sevin Rosen Funds,1
Dolphin Equity Partners,Sierra Ventures,1
Dolphin Equity Partners,SoftBank Capital,4
Dolphin Equity Partners,Thomas Weisel Venture Partners,1
Dolphin Equity Partners,Whelan Capital Management,2
Domain Associates,Edmond de Rothschild Venture Capital,2
Domain Associates,Enterprise Partners,1
Domain Associates,Essex Woodlands Health Ventures,6
Domain Associates,Fjord Ventures,1
Domain Associates,Forward Ventures,3
Domain Associates,Foundation Medical Partners,2
Domain Associates,Foundry Group,1
Domain Associates,Frazier Healthcare Ventures,12
Domain Associates,GBS Ventures,4
Domain Associates,GE Ventures,1
Domain Associates,Genting Berhad,1
Domain Associates,Greenspring Associates,1
Domain Associates,GrowthWorks Capital,1
Domain Associates,"Gund Investment, LLC",2
Domain Associates,HealthCap,1
Domain Associates,In-Q-Tel,3
Domain Associates,Innovatech QuÃ©bec,1
Domain Associates,Innovation Valley Partners,1
Domain Associates,InterSouth Partners,2
Domain Associates,InterWest Partners,5
Domain Associates,Inventages Venture Capital Investment Inc.,1
Domain Associates,J.P. Morgan Securities Inc.,1
Domain Associates,Johnson & Johnson Development Corporation,5
Domain Associates,KT Venture Group,1
Domain Associates,Kaiser Permanente Ventures,1
Domain Associates,Kleiner Perkins Caufield & Byers,6
Domain Associates,Lansing Brown Investments,1
Domain Associates,Latterell Venture Partners,4
Domain Associates,Life Science Angels,1
Domain Associates,Longitude Capital,1
Domain Associates,MB Venture Partners,1
Domain Associates,MPM Capital,4
Domain Associates,Maryland Health Care Product Development,1
Domain Associates,MedImmune Ventures,2
Domain Associates,Merck KGaA,1
Domain Associates,Meritech Capital Partners,2
Domain Associates,Mitsubishi Corporation Life Sciences Venture,1
Domain Associates,Mitsubishi Motors,1
Domain Associates,Mitsui Ventures,3
Domain Associates,Montagu Newhall Associates,1
Domain Associates,Montreux Equity Partners,3
Domain Associates,Morgenthaler Ventures,4
Domain Associates,New Enterprise Associates,5
Domain Associates,New Leaf Venture Partners,2
Domain Associates,NewSpring Capital,1
Domain Associates,Novo A/S,3
Domain Associates,Novo Ventures,3
Domain Associates,Numoda Capital Innovations,1
Domain Associates,Omega Funds,1
Domain Associates,Ontario Emerging Technologies Fund,1
Domain Associates,OrbiMed Advisors,5
Domain Associates,Osage University Partners,2
