Source,Target,Weight
Black River Asset Management,Jafco Ventures,1
Black River Asset Management,Kenda Capital,1
Black River Asset Management,Lynx Capital Ventures,1
Black River Asset Management,Mayfield Fund,1
Black River Asset Management,MissionPoint Capital Partners,2
Black River Asset Management,New Enterprise Associates,1
Black River Asset Management,Panorama Capital,1
Black River Asset Management,Polaris Partners,1
Black River Asset Management,PrairieGold Venture Partners,1
Black River Asset Management,Prospect Venture Partners,1
Black River Asset Management,SAP Ventures,1
Black River Asset Management,Shell,1
Black River Asset Management,Sippl MacDonald Ventures,1
Black River Asset Management,Sofinnova Ventures,1
Black River Asset Management,Statoil,1
Black River Asset Management,TVM Capital,1
Black River Asset Management,Thomvest Ventures,2
Black River Asset Management,Three Arch Partners,1
Black River Asset Management,Trident Capital,2
Black River Asset Management,VantagePoint Capital Partners,1
Black River Asset Management,WRF Capital,1
Black River Asset Management,Wellcome Trust,1
Black River Asset Management,Woodside Fund,1
Black River Asset Management,XML Fund,1
Black River Ventures,Third Rome Group,1
BlackRock,CTTV Investments,1
BlackRock,Cazenove,1
BlackRock,Crosslink Capital,1
BlackRock,DAG Ventures,1
BlackRock,Emerald Technology Ventures,1
BlackRock,Fideilty,1
BlackRock,Flagship Ventures,1
BlackRock,Focus Ventures,1
BlackRock,Institutional Venture Partners,1
BlackRock,Khosla Ventures,1
BlackRock,Kleiner Perkins Caufield & Byers,1
BlackRock,Legal & General,1
BlackRock,Lightspeed Venture Partners,1
BlackRock,Norwest Venture Partners,1
BlackRock,RRE Ventures,1
BlackRock,SAP Ventures,1
BlackRock,Sequoia Capital,1
BlackRock,Statoil,1
BlackRock,Third Point Ventures,1
BlackRock,Venrock,1
BlackRock Private Equity Partners,Fidelity Biosciences,1
BlackRock Private Equity Partners,HealthCap,1
BlackRock Private Equity Partners,Pappas Ventures,1
BlackRock Private Equity Partners,TPG Growth,1
Blackberry,RBC Venture Partners,1
Blackbird Ventures,Chris Hitchen,1
Blackbird Ventures,Collaborative Fund,1
Blackbird Ventures,Joshua Kushner,1
Blackbird Ventures,SV Angel,1
Blackbird Ventures (Australia),InterWest Partners,1
Blackbird Ventures (Australia),Jean Sini,1
Blackbird Ventures (Australia),Ken Goldman,1
Blackbird Ventures (Australia),Lars Rasmussen,1
Blackbird Ventures (Australia),Matrix Partners,1
Blackbird Ventures (Australia),Mike Cannon-Brookes,1
Blackbird Ventures (Australia),Scott Farquhar,1
Blackbird Ventures (Australia),Shan Mehta,1
Blackbird Ventures (Australia),Square Peg Capital,1
Blackbird Ventures (Australia),Squarepeg Capital,1
Blackbird Ventures (Australia),Sydney Angels,1
Blackfin Technology,Lacuna LLC,1
Blackmont Capital,Canaccord Adams,1
Blackmont Capital,D.F. Mackie,1
Blackpoynt Ventures,Drake (Rapper),1
Blacksmith Capital,CNET Networks,1
Blacksmith Capital,Doug Mackenzie,1
Blacksmith Capital,Draper Richards,1
Blacksmith Capital,Kevin Compton,1
Blacksmith Capital,Mayfield Fund,1
Blacksmith Capital,Novak Biddle Venture Partners,3
Blacksmith Capital,ONSET Ventures,1
Blacksmith Capital,Pelion Venture Partners,2
Blacksmith Capital,Polaris Partners,1
Blacksmith Capital,Radar Partners,1
Blacksmith Capital,Shelby Bonnie,1
Blackstone Group,Centerbridge Partners,1
Blackstone Group,Charles River Ventures,1
Blackstone Group,Jim Donald,1
Blackstone Group,Mitsui Global Investment,1
Blackstone Group,Nth Power,1
Blackstone Group,Paulson & Co.,1
Blackstone Group,Saudi Aramco Energy Ventures,1
Blade Ventures,Montlake Capital,1
Blaine Cook,Dharmesh Shah,1
Blaine Cook,Esther Dyson,1
Blaine Cook,Joi Ito,1
Blaine Cook,Joshua Schachter,1
Blaine Cook,Matt Biddulph,1
Blaine Cook,Matt Haughey,1
Blaine Cook,Radical Investments,1
Blaine Cook,Social Leverage,1
Blaine Cook,Tim Cederman-Haysom,1
Blaine Cook,Y Combinator,1
Blaine Vess,Clearstone Venture Partners,1
Blaine Vess,CrunchFund,1
Blaine Vess,Gordon Paddison,1
Blaine Vess,Greycroft Partners,1
Blaine Vess,Inspiration Ventures,1
Blaine Vess,Jerry Yang,1
Blaine Vess,Morado Venture Partners,1
Blaine Vess,Novel TMT Ventures,1
Blaine Vess,SV Angel,1
Blaine Vess,Terry Semel,1
Blaine Vess,TiE Angels,1
Blaine Vess,e.ventures,1
Blair Effron,Founder Collective,1
Blair Effron,Jonathan Teo,1
Blair Effron,Lena Goldberg,1
Blair Effron,Lerer Ventures,1
Blake Grossman,Kleiner Perkins Caufield & Byers,1
Blake Grossman,Reed Hundt,1
Blake Grossman,Sanford Weill,1
Blake Krikorian,CODE Advisors,1
Blake Krikorian,Charles River Ventures,1
Blake Krikorian,CrunchFund,2
Blake Krikorian,Dave McClure,1
Blake Krikorian,David Wallerstein,1
Blake Krikorian,Draper Fisher Jurvetson (DFJ),1
Blake Krikorian,Eric Urhane,1
Blake Krikorian,First Round Capital,1
Blake Krikorian,Founder Collective,1
Blake Krikorian,Founder's Co-op,1
Blake Krikorian,Fritz Lanman,1
Blake Krikorian,Geoff Ralston,1
Blake Krikorian,Gordon Segal,1
Blake Krikorian,Greylock Partners,1
Blake Krikorian,Hank Vigil,1
Blake Krikorian,Ignition Partners,1
Blake Krikorian,Index Ventures,1
Blake Krikorian,Joshua Schachter,1
Blake Krikorian,Jude Gomila,1
Blake Krikorian,Kapor Capital,1
Blake Krikorian,Keith Rabois,1
Blake Krikorian,Ken Keller,1
Blake Krikorian,Kent Lindstrom,1
Blake Krikorian,Marc Randolph,1
Blake Krikorian,Redpoint Ventures,1
Blake Krikorian,Roger Dickey,1
Blake Krikorian,SV Angel,2
Blake Krikorian,Sachin Agarwal,1
Blake Krikorian,Shan Mehta,1
Blake Krikorian,Ted Meisel,1
Blake Krikorian,Tencent,1
Blake Krikorian,Vast Ventures,1
Blake Krikorian,Vishal Makhijani,1
Blake Krikorian,Vivi Nevo,2
Blake Krikorian,Warren Hellman,1
Blake Krikorian,Y Combinator,1
Blake Krikorian,betaworks,1
Blakeney Management,J.P. Morgan,1
Blane Warrene,Carl Cline,1
Blazej Marciniak,Marek Ciesla,1
Blazej Marciniak,Tomasz Widerski,1
Blazer Ventures,Brian Larson,1
Blazer Ventures,Brian Spaly,1
Blazer Ventures,Crosslink Capital,1
Blazer Ventures,CrunchFund,1
Blazer Ventures,Data Collective,1
Blazer Ventures,David Villeger,1
Blazer Ventures,Eniac Ventures,1
Blazer Ventures,Erik Moore,1
Blazer Ventures,Garry Tan,1
Blazer Ventures,Greycroft Partners,1
Blazer Ventures,Harbor Road Ventures,1
Blazer Ventures,Harjeet Taggar,1
Blazer Ventures,Irene Pedraza,1
Blazer Ventures,Joshua Schachter,1
Blazer Ventures,Klaus Wittgenstein,1
Blazer Ventures,Lawrence Lenihan,1
Blazer Ventures,MHS Capital,1
Blazer Ventures,Matt Humphrey,1
Blazer Ventures,Maveron,1
Blazer Ventures,Mike Curtis,1
Blazer Ventures,NYU Innovation Venture Fund,1
Blazer Ventures,Naxuri Capital,1
Blazer Ventures,Open Network Lab,1
Blazer Ventures,Point Nine Capital,1
Blazer Ventures,Rick Merrill,1
Blazer Ventures,SV Angel,1
Blazer Ventures,Sam Altman,1
Blazer Ventures,Spark Capital,1
Blazer Ventures,Start Fund,1
Blazer Ventures,Steve Baker,1
Blazer Ventures,Tim Fong,1
Blazer Ventures,VegasTechFund,1
Blazer Ventures,Vijay Boyapati,1
Blazer Ventures,Y Combinator,1
Blazer Ventures,Zach Aarons,1
Blazer Ventures,netprice.com,1
Bloom Equity,Conor Stanley,1
Bloom Equity,Delta Partners,2
Bloom Equity,Enterprise Equity Limited,1
Bloom Equity,Enterprise Ireland,1
Bloomberg Beta,CrunchFund,1
Bloomberg Beta,Data Collective,1
Bloomberg Beta,Geoff Entress,1
Bloomberg Beta,Madrona Venture Group,1
Bloomberg Beta,Pacific Partners,1
Bloomberg Beta,Promus Ventures,1
Bloomberg Beta,SV Angel,1
Bloomberg Beta,Vulcan Capital,1
Blu Venture Investors,McCombs Enterprises,1
Blue Bright Ventures,Christy Shaffer,1
Blue Bright Ventures,Elias Zerhouni,1
Blue Bright Ventures,Gothic Ventures,1
Blue Bright Ventures,Henry Kaestner,1
Blue Bright Ventures,Jim Ziperski,1
Blue Bright Ventures,Joe Desimone,1
Blue Bright Ventures,Kimberly Jenkins,1
Blue Bright Ventures,Prova Investments,1
Blue Bright Ventures,SB Ventures,1
Blue Bright Ventures,Steve Nelson,1
Blue Bright Ventures,Tim Buckley,1
Blue Bright Ventures,Tom Darden,1
Blue Bright Ventures,Tom McMurray,1
Blue Bright Ventures,Wilbanks Smith & Thomas,1
Blue Capital Management LLC,Edgewater Private Equity Fund,1
Blue Capital Management LLC,Forrest Binkley & Brown,1
Blue Capital Management LLC,Goldman Sachs,1
Blue Chip Venture Company,Burrill & Company,1
Blue Chip Venture Company,CID Group,2
Blue Chip Venture Company,CincyTech,2
Blue Chip Venture Company,Core Capital Partners,2
Blue Chip Venture Company,Darby Technology Ventures,3
Blue Chip Venture Company,Deutsche Telekom,1
Blue Chip Venture Company,Draper Fisher Jurvetson (DFJ),1
Blue Chip Venture Company,Essex Woodlands Health Ventures,1
Blue Chip Venture Company,Fifth Third Capital,1
Blue Chip Venture Company,Frazier Technology Ventures,1
Blue Chip Venture Company,Gibraltar Business Capital,1
Blue Chip Venture Company,Harbert Management Corporation,2
Blue Chip Venture Company,Harbourton,1
Blue Chip Venture Company,HealthCare Ventures,1
Blue Chip Venture Company,Hudson Ventures,2
Blue Chip Venture Company,Illinois Ventures,2
Blue Chip Venture Company,Intel Capital,4
Blue Chip Venture Company,JEGI Capital,1
Blue Chip Venture Company,Lenfest Capital,1
Blue Chip Venture Company,MPM Capital,1
Blue Chip Venture Company,Mercury Fund,1
Blue Chip Venture Company,NewSpring Capital,1
Blue Chip Venture Company,Neyer Holdings Corporation,1
Blue Chip Venture Company,North Coast Angel Fund,1
Blue Chip Venture Company,QED Investors,1
Blue Chip Venture Company,Queen City Angels,3
Blue Chip Venture Company,RPM Ventures,1
Blue Chip Venture Company,River Cities Capital Funds,1
Blue Chip Venture Company,Sanderling Ventures,1
Blue Chip Venture Company,Sigma Partners,1
Blue Chip Venture Company,Spring Mill Venture Partners,2
Blue Chip Venture Company,T-Venture,1
Blue Chip Venture Company,TD Capital,2
Blue Chip Venture Company,Triathlon Medical Venture Partners,1
Blue Chip Venture Company,Union Spring Pharmaceuticals,1
Blue Cross,Blue Shield of Nebraska,2
Blue Cross,BlueCross BlueShield Venture Partners,2
Blue Cross,Founder's Co-op,1
Blue Cross,Premera Blue Cross,1
Blue Cross,Sandbox Industries,1
Blue Cross,Summit Capital,1
Blue Cross,Techstars,1
Blue Haven Initiative,Ignition Growth,1
Blue Haven Initiative,Ignition Venture Management,1
Blue Heron Capital,Calvert Funds,1
Blue Heron Capital,Catamount Ventures,1
Blue Heron Capital,First Analysis,1
Blue Heron Capital,InterSouth Partners,1
Blue Heron Capital,Intuitive Venture Partners,1
Blue Heron Capital,Kestrel Asset Management,1
Blue Heron Capital,New Markets Venture Partners,1
Blue Heron Capital,Nextstage Capital,1
Blue Heron Capital,Rose Park Advisors,1
Blue Heron Capital,SV Life Sciences,1
Blue Lagoon Capital,Columbia Capital,2
Blue Lagoon Capital,Intel Capital,1
Blue Lagoon Capital,Noro-Moseley Partners,1
Blue Lagoon Capital,TDFunds,1
Blue Marble Ventures,China Southern Hong Kong Investment,1
Blue Mountain Capital Management,GLG Partners,1
Blue Mountain Capital Management,Goldman Sachs,1
Blue Mountain Capital Management,Toscafund Asset Management,1
Blue Olive Partners,North Coast Angel Fund,1
Blue Olive Partners,Ohio TechAngels Fund,1
Blue Pacific Group,Pinewood Trading,1
Blue Pacific Group,Spouting Rock Investments,1
Blue Ridge Foundation,CNF Investments,1
Blue Ridge Foundation,Comcast Ventures,1
Blue Ridge Foundation,Dauk/Wagner Investments,1
Blue Ridge Foundation,Elba Ortiz,1
Blue Ridge Foundation,Expansion Venture Capital,1
Blue Ridge Foundation,Felix W. Ortiz,1
Blue Ridge Foundation,Ulu Ventures,1
Blue Shield of Nebraska,BlueCross BlueShield Venture Partners,2
Blue Shield of Nebraska,Founder's Co-op,1
Blue Shield of Nebraska,Premera Blue Cross,1
Blue Shield of Nebraska,Sandbox Industries,1
Blue Shield of Nebraska,Summit Capital,1
Blue Shield of Nebraska,Techstars,1
Blue Sky Capital,Lightspeed Venture Partners,1
Blue Water Angels,Grand Angels,1
Blue Water Angels,Michigan Pre-Seed Capital Fund,1
Blue Water Angels,Northern Michigan Angels,2
Blue Water Angels,Rocket Ventures,1
Blue Water Angels,Start Garden,1
BlueCap Partners,Cenovus Energy,1
BlueCap Partners,ConocoPhillips,1
BlueCap Partners,Energy Technology Ventures,1
BlueCap Partners,Northwater Capital,1
BlueCross BlueShield Venture Partners,Boston Millennia Partners,1
BlueCross BlueShield Venture Partners,Bregal Sagemount,1
BlueCross BlueShield Venture Partners,Cordova Ventures,1
BlueCross BlueShield Venture Partners,Founder's Co-op,1
BlueCross BlueShield Venture Partners,Global Investment Partners,1
BlueCross BlueShield Venture Partners,H.I.G. Ventures,1
BlueCross BlueShield Venture Partners,HCA,7
BlueCross BlueShield Venture Partners,HLM Venture Partners,3
BlueCross BlueShield Venture Partners,HarbourVest Partners,1
BlueCross BlueShield Venture Partners,Health Insight Capital,1
BlueCross BlueShield Venture Partners,Healthbox,7
BlueCross BlueShield Venture Partners,Long River Ventures,2
BlueCross BlueShield Venture Partners,Mitsui & Co,2
BlueCross BlueShield Venture Partners,Morgan Stanley,1
BlueCross BlueShield Venture Partners,Noro-Moseley Partners,1
BlueCross BlueShield Venture Partners,Paladin Capital Group,1
BlueCross BlueShield Venture Partners,Polaris Partners,2
BlueCross BlueShield Venture Partners,Premera Blue Cross,1
BlueCross BlueShield Venture Partners,Sandbox Industries,10
BlueCross BlueShield Venture Partners,Solidus,2
BlueCross BlueShield Venture Partners,Summit Capital,1
BlueCross BlueShield Venture Partners,Techstars,1
BlueCross BlueShield Venture Partners,West Health Investment Fund,1
BlueGem Capital Partners,MPS Venture,1
BlueOcean Ventures,Novartis Venture Fund,1
BlueOcean Ventures,Truffle Capital,1
BlueRun Ventures,Brian Pokorny,1
BlueRun Ventures,British Telecom,1
BlueRun Ventures,CIDC Consultants,1
BlueRun Ventures,Canaan Partners,3
BlueRun Ventures,Carmel Ventures,1
BlueRun Ventures,Charles River Ventures,1
BlueRun Ventures,Cheyne Capital,1
BlueRun Ventures,Clarium Capital,1
BlueRun Ventures,Comcast Ventures,2
BlueRun Ventures,Core Capital Partners,1
BlueRun Ventures,Crosslink Capital,6
BlueRun Ventures,DFJ DragonFund,1
BlueRun Ventures,David Bonderman,2
BlueRun Ventures,David Lee,1
BlueRun Ventures,Draper Fisher Jurvetson (DFJ),8
BlueRun Ventures,Eastven Venture Partners,1
BlueRun Ventures,El Dorado Ventures,4
BlueRun Ventures,Element Partners,2
BlueRun Ventures,Entegris,1
BlueRun Ventures,Ericcson Venture Partners,1
BlueRun Ventures,Finaventures,2
BlueRun Ventures,First Round Capital,1
BlueRun Ventures,Founders Fund,7
BlueRun Ventures,GGV Capital,1
BlueRun Ventures,GLG Partners,1
BlueRun Ventures,GP BullHound Sidecar,1
BlueRun Ventures,General Catalyst Partners,1
BlueRun Ventures,Genesis Partners,1
BlueRun Ventures,Giza Venture Capital,2
BlueRun Ventures,Global Catalyst Partners,1
BlueRun Ventures,Goldman Sachs,1
BlueRun Ventures,Helion Venture Partners,1
BlueRun Ventures,Hercules Technology Growth Capital,1
BlueRun Ventures,Ignition Partners,3
BlueRun Ventures,Index Ventures,1
BlueRun Ventures,Institutional Venture Partners,1
BlueRun Ventures,Intel Capital,4
BlueRun Ventures,InterWest Partners,3
BlueRun Ventures,Jim McKelvey,1
BlueRun Ventures,Khosla Ventures,1
BlueRun Ventures,Leapfrog Ventures,5
BlueRun Ventures,Magma Venture Partners,2
BlueRun Ventures,Mark Kingdon,1
BlueRun Ventures,Mayfield Fund,1
BlueRun Ventures,Menlo Ventures,1
BlueRun Ventures,Mitsui & Co,1
BlueRun Ventures,Mitsui Private Equity,1
BlueRun Ventures,Mohr Davidow Ventures,4
BlueRun Ventures,Morgenthaler Ventures,1
BlueRun Ventures,Neal Dempsey,1
BlueRun Ventures,NeoCarta Ventures,2
BlueRun Ventures,New Enterprise Associates,5
BlueRun Ventures,Nokia,1
BlueRun Ventures,Nokia Growth Partners,2
BlueRun Ventures,Orkos Capital,1
BlueRun Ventures,Osprey Ventures,1
BlueRun Ventures,Pitango Venture Capital,2
BlueRun Ventures,Plutus Capital,1
BlueRun Ventures,Qualcomm Ventures,2
BlueRun Ventures,Quilvest Ventures,1
BlueRun Ventures,Redpoint Ventures,1
BlueRun Ventures,Reed Elsevier Ventures,1
BlueRun Ventures,Ron Conway,2
BlueRun Ventures,STIC International,2
BlueRun Ventures,SV Angel,6
BlueRun Ventures,Saturn Partners,1
BlueRun Ventures,Scott Banister,2
BlueRun Ventures,Second Avenue Partners,1
BlueRun Ventures,Shanghai Hua Hong International,1
BlueRun Ventures,Sierra Ventures,2
BlueRun Ventures,SmartForest Ventures,1
BlueRun Ventures,SoftBank Capital,1
BlueRun Ventures,Stanford University,1
BlueRun Ventures,TL Ventures,1
BlueRun Ventures,Tallwood Venture Capital,2
BlueRun Ventures,Thomvest Ventures,1
BlueRun Ventures,Thule Investments,1
BlueRun Ventures,Trinity Ventures,1
BlueRun Ventures,True Ventures,2
BlueRun Ventures,UPS Strategic Enterprise Fund,3
BlueRun Ventures,US Venture Partners,2
BlueRun Ventures,VantagePoint Capital Partners,1
BlueRun Ventures,Veddis Ventures,1
BlueRun Ventures,VentureTech Alliance,1
BlueRun Ventures,Vertex Venture Capital,2
BlueRun Ventures,Vesbridge Partners,1
BlueRun Ventures,Warren Stephens,3
BlueRun Ventures,Western Technology Investment,2
BlueRun Ventures,iGlobe Partners,1
BlueSky Capital,OTC Asset Management,1
BlueSky Capital,SFR Developpement,1
BlueSky Capital,SightLine Partners,1
BlueSky Capital,Spray Venture Partners,1
BlueStream Ventures,BrainHeart Capital,2
BlueStream Ventures,Clearstone Venture Partners,5
BlueStream Ventures,Commonwealth Capital Ventures,1
BlueStream Ventures,Crosslink Capital,1
BlueStream Ventures,D.E. Shaw & Co.,3
BlueStream Ventures,Dawntreader Ventures,1
BlueStream Ventures,Dot Edu Ventures,2
BlueStream Ventures,Evercore Partners,4
BlueStream Ventures,Globespan Capital Partners,1
BlueStream Ventures,Goldman Sachs,1
BlueStream Ventures,Greylock Partners,1
BlueStream Ventures,Grotech Ventures,1
BlueStream Ventures,HLM Venture Partners,1
BlueStream Ventures,Jumpstart-up,3
BlueStream Ventures,Lazard Technology Partners,1
BlueStream Ventures,Lehman Brothers,1
BlueStream Ventures,Lehman Brothers Venture Partners,1
BlueStream Ventures,MFI Capital,1
BlueStream Ventures,Matrix Partners,2
BlueStream Ventures,Merchant Banking Devision,1
BlueStream Ventures,Monitor Ventures,4
BlueStream Ventures,NeoCarta Ventures,5
BlueStream Ventures,North Bridge Venture Partners,2
BlueStream Ventures,Pilot House Ventures,1
BlueStream Ventures,Point Judith Capital,1
BlueStream Ventures,Rho Capital Partners,2
BlueStream Ventures,Sierra Ventures,1
BlueStream Ventures,Split Rock Partners,4
BlueStream Ventures,StarVest Partners,1
BlueStream Ventures,Tenaya Capital,2
BlueStream Ventures,Zero Stage Capital,1
BlueTree Allied Angels,Harbor Light Capital Partners,1
BlueTree Allied Angels,Innovation Works,1
BlueTree Allied Angels,Life Science Angels,1
BlueTree Allied Angels,Newlin Investment Company,1
BlueTree Allied Angels,Pittsburgh Life Sciences Greenhouse,1
BlueTree Allied Angels,Tech Coast Angels,1
BlueTree Allied Angels,The Angels' Forum,1
BlueTree Allied Angels,Wilmington Investor Network,1
BlueTree Capital Group,Eagle Ventures,1
BlueTree Capital Group,Innovation Works,2
BlueTree Capital Group,Meyer Ventures,1
BlueTree Capital Group,New York Angels,1
BlueTree Capital Group,Pittsburgh Life Sciences Greenhouse,1
BlueTree Capital Group,Quaker BioVentures,1
BlueTree Capital Group,Rose Tech Ventures,1
BlueTree Capital Group,Smithfield Trust,1
BlueTree Capital Group,Virginia Active Angel Network,1
Bluechilli,PREPit Pty Ltd,1
Bluecrest Capital Finance,GE Equity,1
Bluecrest Capital Finance,Origin Ventures,1
Bluecrest Capital Finance,Share Capital Partners,1
Bluecrest Capital Finance,W Capital Partners,2
Bluefield Investments,Fontinalis Partners,1
Bluefish Ventures,Lunsford Capital,2
Bluefish Ventures,R&D Bauer Ventures,1
Bluefrog Interactive,i2E,1
Bluegrass Angels,Life Science Angels,1
Bluegrass Angels,Pasadena Angels,1
Bluegrass Angels,Tech Coast Angels,1
Bluegrass Growth Fund Partners,DKR Capital,1
Bluegrass Growth Fund Partners,Enable Capital Management,1
Bluegrass Growth Fund Partners,Harborview Advisors,1
Bluegrass Growth Fund Partners,Highbridge Capital Management,1
Bluegrass Growth Fund Partners,Iroquois Capital,1
Bluegrass Growth Fund Partners,Nite Capital Management,1
Bluegrass Growth Fund Partners,Omicron Capital,1
Bluehawk Capital,Hillan Klein,1
Bluehawk Capital,Marc Lipsitz,1
Bluehawk Capital,Matt Rockman,1
Bluehawk Capital,Square Peg Capital,1
Bluehawk Capital,Tony Faure,1
Bluehone Ventures,Kaupthing Singer & Friedlander,1
Blueprint Ventures,CMEA Capital,2
Blueprint Ventures,CTTV Investments,1
Blueprint Ventures,Canaan Partners,1
Blueprint Ventures,Cisco,1
Blueprint Ventures,DFJ ePlanet Ventures,1
Blueprint Ventures,DoCoMo Capital,1
Blueprint Ventures,Draper Fisher Jurvetson (DFJ),2
Blueprint Ventures,GKM,1
Blueprint Ventures,Goldman Sachs,2
Blueprint Ventures,Granite Ventures,4
Blueprint Ventures,Hotung Venture Group,1
Blueprint Ventures,In-Q-Tel,1
Blueprint Ventures,Intel Capital,1
Blueprint Ventures,InterWest Partners,1
Blueprint Ventures,Investcorp Gulf Investments,1
Blueprint Ventures,Kleiner Perkins Caufield & Byers,1
Blueprint Ventures,L Capital Partners,2
Blueprint Ventures,Mayfield Fund,1
Blueprint Ventures,Meritech Capital Partners,1
Blueprint Ventures,Microsoft,1
Blueprint Ventures,MuRata Manufacturing,1
Blueprint Ventures,Nth Power,2
Blueprint Ventures,Oak Investment Partners,1
Blueprint Ventures,Paladin Capital Group,1
Blueprint Ventures,Prism Venture Management,2
Blueprint Ventures,RRE Ventures,1
Blueprint Ventures,Rustic Canyon Partners,1
Blueprint Ventures,Shepherd Ventures,1
Blueprint Ventures,Siemens Venture Capital,3
Blueprint Ventures,Tallwood Venture Capital,1
Blueprint Ventures,Tech Coast Angels,1
Blueprint Ventures,Ticonderoga Capital,1
Blueprint Ventures,Trident Capital,5
Blueprint Ventures,Viventures,1
Blueprint Ventures,Walden International,4
Blueprint Ventures,Zone Ventures,1
Bluescape,Kleiner Perkins Caufield & Byers,1
Bluescape,Michael Polsky,1
Bluescape,NGEN Partners,1
Bluescape,Stephens Capital Partners,1
Bluestem Capital,PrairieGold Venture Partners,1
Bluff Point Associates,Geoff Judge,1
Bluff Point Associates,New York Angels,1
Bluff Point Associates,iNovia Capital,1
Blum Capital Partners,Yucaipa Corporate Initiatives Fund,1
Blumberg Capital,Brian Koo,1
Blumberg Capital,Brightspark Ventures,1
Blumberg Capital,Bullpen Capital,2
Blumberg Capital,Cedar Fund,1
Blumberg Capital,Comcast Ventures,3
Blumberg Capital,Constellation Ventures,1
Blumberg Capital,Dan Conway,1
Blumberg Capital,David Cohen,1
Blumberg Capital,David Weisburd,1
Blumberg Capital,Dillon McDonald,1
Blumberg Capital,Don Hutchison,2
Blumberg Capital,Draper Fisher Jurvetson (DFJ),2
Blumberg Capital,Earlybird Venture Capital,2
Blumberg Capital,Echo Ventures,2
Blumberg Capital,Ecosystem Ventures,1
Blumberg Capital,Eniac Ventures,2
Blumberg Capital,ErGo Media Capital,1
Blumberg Capital,Eric Wahlforss,1
Blumberg Capital,Erik Moore,1
Blumberg Capital,FF Angel LLC,2
Blumberg Capital,Felicis Ventures,3
Blumberg Capital,First Round Capital,2
Blumberg Capital,Founders Fund,1
Blumberg Capital,Foundry Group,1
Blumberg Capital,FundersClub,1
Blumberg Capital,GRA Venture Fund,1
Blumberg Capital,Genacast Ventures,1
Blumberg Capital,Genesis Partners,4
Blumberg Capital,Geoff Entress,2
Blumberg Capital,Georgetown Angels,1
Blumberg Capital,Global Founders Capital,1
Blumberg Capital,Greylock Partners,1
Blumberg Capital,Grotech Ventures,1
Blumberg Capital,H2 Investments,1
Blumberg Capital,Hearst Ventures,2
Blumberg Capital,Helion Venture Partners,1
Blumberg Capital,Hon Wah Chin,1
Blumberg Capital,Howard Lindzon,1
Blumberg Capital,IDG Ventures,1
Blumberg Capital,Icon Venture Partners,1
Blumberg Capital,Imlay Investments,1
Blumberg Capital,Innovation Endeavors,3
Blumberg Capital,Institutional Venture Partners,1
Blumberg Capital,InterWest Partners,3
Blumberg Capital,Investor Growth Capital,1
Blumberg Capital,Iris Capital,1
Blumberg Capital,JMI Equity,1
Blumberg Capital,Jaffray Woodriff,1
Blumberg Capital,Jeff Fluhr,1
Blumberg Capital,Jeff Hinck,2
Blumberg Capital,Jeffrey Greenblatt,2
Blumberg Capital,Joe Greenstein,1
Blumberg Capital,Joe Lonsdale,2
Blumberg Capital,John Borchers,1
Blumberg Capital,Jon Axelrod,1
Blumberg Capital,Joshua Schachter,1
Blumberg Capital,Khosla Ventures,1
Blumberg Capital,Klaas Kersting,1
Blumberg Capital,Kreos,1
Blumberg Capital,LaunchCapital,3
Blumberg Capital,Lightspeed Venture Partners,1
Blumberg Capital,Logan Capital AG,1
Blumberg Capital,Metamorphic Ventures,3
Blumberg Capital,Michael Lazerow,1
Blumberg Capital,Microventures,1
Blumberg Capital,Millennium Technology Value Partners,1
Blumberg Capital,Omidyar Network,1
Blumberg Capital,Paladin Capital Group,1
Blumberg Capital,Palomar Ventures,1
Blumberg Capital,Paul Buchheit,1
Blumberg Capital,Peter Read,1
Blumberg Capital,Plug & Play Ventures,1
Blumberg Capital,Point Nine Capital,3
Blumberg Capital,Quest Venture Partners,2
Blumberg Capital,Quest Ventures,1
Blumberg Capital,RRE Ventures,1
Blumberg Capital,Raymond Tonsing,4
Blumberg Capital,Red Rock Ventures,1
Blumberg Capital,Redpoint Ventures,1
Blumberg Capital,Reed Elsevier Ventures,1
Blumberg Capital,Roeland Boonstoppel,2
Blumberg Capital,Rustic Canyon Partners,2
Blumberg Capital,Saffron Hill Ventures,1
Blumberg Capital,Sam Altman,1
Blumberg Capital,Scott Becker,1
Blumberg Capital,Sequoia Capital,2
Blumberg Capital,Seraph Group,1
Blumberg Capital,Sigma Partners,1
Blumberg Capital,SingTel Innov8,1
Blumberg Capital,SoftBank Capital,3
Blumberg Capital,SoftTech VC,2
Blumberg Capital,Steve Gurasich,1
Blumberg Capital,T-Venture,1
Blumberg Capital,T5 Capital,1
Blumberg Capital,TMT Investments,1
Blumberg Capital,Team Europe,1
Blumberg Capital,TeleSoft Partners,3
Blumberg Capital,Thomvest Ventures,2
Blumberg Capital,Timothy Draper,1
Blumberg Capital,Transmedia Capital,1
Blumberg Capital,Trinity Ventures,1
Blumberg Capital,TriplePoint Capital,1
Blumberg Capital,Udi Manber,1
Blumberg Capital,Vedanta Capital,1
Blumberg Capital,Venture51,1
Blumberg Capital,Vernon & Park Capital,1
Blumberg Capital,White Star Capital,1
Blumberg Capital,Willem Schutte,1
Blumberg Capital,Xenia Venture Capital,3
Blumberg Capital,Y Combinator,1
Blumberg Capital,ZIG Capital,2
